Time,LA,LD,RPM,Gear,TPS,HP,Speed,Distance,Ticks
0.3333333333333333,0.29976090633559727,-0.005704232874506156,2001.1229844175857,1,1.0,45.7216800590731,8.761647157879851,0.0005451039327289124,20
0.6666666666666666,0.3324980324817378,-0.0061229130628792285,3378.924661490288,1,1.0,85.66782661807116,14.79416601956269,0.0016473871810275462,40
1.0,0.848933160960279,-0.007804288813318394,6496.70993266516,1,1.0,409.23127239731565,28.444968430399722,0.0035754308071731075,60
1.3333333333333333,0.4952664547708869,-0.00980872464475715,4915.458370132032,2,1.0,321.466796682889,38.17914753200772,0.006689336921463528,80
1.6666666666666667,0.48110226179188953,-0.012276859711263827,6142.995308033838,2,1.0,390.2603718734096,47.71362231017234,0.010690484939573057,100
2.0,0.33896771099868606,-0.014725996036832537,4885.047086303748,3,1.0,319.70421636592476,55.43397481335032,0.015516907634124787,120
2.3333333333333335,0.33450652945325443,-0.01700456297592834,5450.294442402869,3,1.0,352.00438623014423,61.8482236727242,0.020962524795316094,140
2.6666666666666665,0.33013968457513915,-0.019477913395188673,6003.567600633565,3,1.0,382.6776629930526,68.12659310835427,0.02699546403053476,160
3.0,0.3258684548944834,-0.022129641019940877,6544.705954975935,3,1.0,411.77609125438084,74.26726061374167,0.033603052596801825,180
3.3333333333333335,0.24402808835810394,-0.02434278842787051,5026.8306398450795,4,1.0,327.8976692077712,78.9473596158797,0.0407222613463108,200
3.6666666666666665,0.2424471972810781,-0.02648840547999187,5304.10600487063,4,1.0,343.7439936361843,83.30202352315052,0.048244460960206924,220
4.0,0.24089351121377922,-0.028709715656132857,5576.602663055816,4,1.0,359.0890177694129,87.58163690366702,0.05616622934336325,240
4.333333333333333,0.23936735875522164,-0.031000349771456073,5844.263357970363,4,1.0,373.9414889285101,91.78530053397907,0.06448057263009824,260
4.666666666666667,0.23786902037633734,-0.03335402748874836,6107.03927295805,4,1.0,388.31058724994773,95.9122477389408,0.07318042015778119,280
5.0,0.23639872947581234,-0.03576457612256285,6364.889844662841,4,1.0,402.20587407833176,99.9618414631021,0.08225863660018606,300
5.333333333333333,0.23255382567882715,-0.038225947909302234,6617.629558056935,4,1.0,401.36803679327954,103.93116815662142,0.09170802268871642,320
5.666666666666667,0.14554576933725477,-0.040115984990273405,6799.9514172695,4,1.0,258.98800791860765,106.7945686601112,0.10148386556837544,340
6.0,0.20517387189487854,-0.042156793442440374,6027.794231415574,5,1.0,383.99946790091144,109.95085812166886,0.11152062124712137,360
6.333333333333333,0.20430499587778553,-0.044347151681263644,6204.774202690935,5,1.0,393.60125314909726,113.17908705003168,0.12185865500831942,380
6.666666666666667,0.203452583359078,-0.04655774455086625,6378.39736559786,5,1.0,402.92819648193733,116.34608562671194,0.13249262294617167,400
7.0,0.20261664540419283,-0.04878499919184111,6548.661660579425,5,1.0,411.9855154820756,119.45181628406182,0.14341685320628003,420
7.333333333333333,0.164635910348624,-0.05085271736806138,6700.8076756989385,5,1.0,337.43263182983986,122.22705782017748,0.15461933666548502,440
7.666666666666667,0.12427250016096907,-0.05223583414594959,6799.803327710161,5,1.0,259.1069938920652,124.03280242111617,0.16603076729177063,460
8.0,0.08350571213874292,-0.052992540357066485,6852.306055461473,5,1.0,174.9534776021688,124.99048606929031,0.17756825064769866,480
8.333333333333334,0.06594702679695512,-0.05330830303128999,6874.055591116479,5,1.0,139.64064794593136,125.38721164040426,0.18916338610995642,500
8.666666666666666,0.05867424332186246,-0.053439397828673366,6883.064202270852,5,1.0,124.94767358280814,125.55153452351554,0.20078240161286873,520
9.0,0.05566194264569018,-0.05349374829152607,6886.795459307632,5,1.0,118.85061829791374,125.6195950606401,0.21241130805130815,540
9.333333333333334,0.0544142965143606,-0.05351626838790685,6888.340885019928,5,1.0,116.32336121019709,125.64778462330709,0.22404431117313792,560
9.666666666666666,0.05389754394802351,-0.05352559735295313,6888.980972443016,5,1.0,115.27628134827522,125.65946023112308,0.23567901107059108,580
10.0,0.05368351472329839,-0.05352946150067814,6889.24608463854,5,1.0,114.84254295112827,125.66429604871692,0.24731441374123012,600
10.333333333333334,0.053594867897188876,-0.05353106200253854,6889.355889055167,5,1.0,114.66288690046224,125.66629895216222,0.25895010748722147,620
10.666666666666666,0.053558152082499186,-0.053531724907510986,6889.401367937514,5,1.0,114.58847511740659,125.66712851633586,0.2705859217910554,640
11.0,0.053542945098391595,-0.05353199947133696,6889.420204415588,5,1.0,114.55765489787204,125.66747210585613,0.28222178602763104,660
11.333333333333334,0.05353664665845716,-0.053532113190615384,6889.428006122007,5,1.0,114.54488970669438,125.66761441401773,0.29385767094538706,680
11.666666666666666,0.05353403796600213,-0.053532160290988666,6889.431237438473,5,1.0,114.5396026019312,125.6676733553161,0.30549356442888953,700
12.0,0.0535329574958622,-0.05353217979906232,6889.432575787477,5,1.0,114.53741278356752,125.66769776766593,0.3171294614601593,720
12.333333333333334,0.05353250998595685,-0.053532187878931554,6889.433130105837,5,1.0,114.53650580275864,125.66770787879068,0.32876535996084577,740
12.666666666666666,0.05353232463598016,-0.053532191225457854,6889.433359693818,5,1.0,114.5361301487467,125.66771206662365,0.3404012590701363,760
13.0,0.053532247867591434,-0.05353219261152457,6889.433454784734,5,1.0,114.53597456008829,125.66771380114335,0.3520371584314988,780
13.333333333333334,0.053532216071604986,-0.0535321931856067,6889.433494169559,5,1.0,114.53591011826306,125.66771451954799,0.3636730578972648,800
13.666666666666666,0.05353220290232044,-0.053532193423380454,6889.433510481993,5,1.0,114.53588342770298,125.66771481709732,0.37530895740627257,820
14.0,0.053532197447856776,-0.05353219352186174,6889.433517238289,5,1.0,114.53587237298706,125.66771494033651,0.3869448569331904,840
14.333333333333334,0.05353219518872282,-0.05353219356265081,6889.433520036617,5,1.0,114.53586779433635,125.66771499137982,0.39858075646752616,860
14.666666666666666,0.05353219425303151,-0.05353219357954488,6889.433521195631,5,1.0,114.53586589794568,125.667715012521,0.41021665600493423,880
15.0,0.0535321938654868,-0.05353219358654206,6889.433521675674,5,1.0,114.53586511249603,125.66771502127727,0.42185255554361495,900
15.333333333333334,0.05353219370497338,-0.05353219358944016,6889.433521874497,5,1.0,114.53586478717875,125.66771502490394,0.43348845508282274,920
15.45,0.053532193674848357,-0.05353219358998407,6889.433521911813,5,1.0,114.53586472612248,125.6677150255846,0.43756101992160595,927
